label,text,source,group_id
Exclusivity,['All such Contractors must process Merchant applications and transactions exclusively through Network 1.'],cuad,cuad:UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf
Exclusivity,"['Without limiting Section 4(a) above, the Parties agree that *** are, at the Effective Date, primarily or exclusively known as suppliers or providers in the Product and Services Category. Accordingly, Forty Niners SC shall not solicit or enter into sponsorships with such Parties.', 'Sponsor shall receive exclusive branding and entitlement at the Stadium at (i) a ticketed entryway for the suite tower guests (currently referred to as ""Suite Tower Gate F""); (ii) an open communal space in front of the suite tower (currently referred to as the ""Suite Tower Plaza""); (iii) first floor welcome lobby of suite tower and individual suite corridors (currently referred to as the ""Suite Tower Atrium""); and (iv) an on\xadsite meeting space (currently referred to as the ""Executive Briefing Center"") located adjacent to the suite described below and Forty Niners SC will provide a *** credit towards buildout of the Executive Briefing Center.', 'Forty Niners SC shall not enter into a sponsorship agreement with a party with respect to the Product and Services Category, provided however, that Forty Niners SC shall be permitted to enter into a sponsorship agreement with any party that enters into a naming rights agreement with SCSA for the Stadium, provided that if SCSA enters into a naming rights agreement for the Stadium with a party that is in the Products and Services Category, Sponsor may immediately terminate this Agreement and receive a pro rated refund of any amounts paid by Sponsor for the unexpired Contract Year in which the termination occurs.', 'Forty Niners SC acknowledges and agrees that, except as otherwise provided herein, the rights granted to Sponsor herein are exclusive to Sponsor within the Product and Services Category with respect to Forty Niners SC at the Stadium.']",cuad,cuad:VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF
Exclusivity,"['Pey Dirt expressly agrees that the right to use Manning Identification will not be granted to anyone other than Company for use within the Contract Territory during the Contract Period in connection with the advertisement, promotion and sale of Products.', 'Pey Dirt grants to Company the exclusive right and license to use Manning Identification within the Contract Territory during the Contract Period in connection with the advertisement and promotion by Company of Products in television, radio, print and point of purchase.']",cuad,cuad:WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
Exclusivity,"['The Professional hereby grants to the Company an exclusive license to use her name, likeness, image and personal identification, singly or in any combination, in connection with the production, use, marketing and sale of a ""Kathy Whitworth"" signature line of women\'s golf clubs (the ""Products""), as described more fully in Section 3 below.', 'The Professional hereby grants to the Company the exclusive and worldwide right to use her name, likeness, image and personal identification, singly or in any combination, during the Term and for a period of six (6) months after the Term as provided in Section 2.8, in the creation of two (2) print advertisements per year and one (1) television advertisement per year (together, the ""Advertisements"") for any golf equipment, along with all rights in any images, videos, advertisement copy or other materials created by the Professional or others.', ""The Professional hereby grants to the Company an exclusive license to use her name, likeness, image and personal identification in the Company's catalog of products."", 'The Professional agrees to use only the golf clubs and golf bags of the Company in any golf event, whether professional or social, during the Term.', 'The Professional hereby grants an exclusive, worldwide license to the Company to use the name, likeness, image and personal identification of the Professional, during the Term and for a period of six (6) months after the Term as provided in Section 2.8, in connection with the creation, manufacture, marketing, sale and promotion of the Products.']",cuad,cuad:WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.PDF
Exclusivity,['Reseller shall not obtain the TouchStar Software or Support Services (or any software or services which compete with the TouchStar Software) for sale from any Entity other than TouchStar or its authorized agents.'],cuad,cuad:WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF
Exclusivity,"[""Hydraspin hereby grants to Distributor an exclusive non-transferable and royalty-free right and license to use Hydraspin's Marks in connection with the advertising, promotion, marketing, distribution and sale of the Products in the Territory in accordance with Hydraspin's standards and instructions"", 'Distributor shall be entitled to advertise, promote, market or<omitted>solicit any Customers that have a business presence outside the Territory, except that Distributor shall not conduct solicitation activities in any outside territory where Hydraspin is bound to an exclusive distributor agreement with a third party, provided that Hydraspin has notified Distributor in writing of its arrangements with the other distributor and of the territory which is subject to exclusivity in favor of the other distributor.', 'If this Agreement is extended beyond the Initial Term, as hereinafter defined, the number of Customer Locations to be secured to maintain exclusivity during the pendency of the Agreement shall be increased to 50 from 25.', ""Hydraspin hereby appoints Distributor, and Distributor hereby accepts appointment, as Hydraspin's exclusive distributor of the Products in the Territory during the term of this Agreement, subject to the terms and conditions of this Agreement, including, but not limited to, the satisfaction of the Performance Benchmarks."", 'Hydraspin certifies, stipulates, and agrees that the Hydraspin will deal exclusively with and through the Distributor in relation to the distribution of the Products in the Territory', 'In the event the Distributor loses exclusivity on a territory due to not meeting Performance Benchmarks, the Distributor shall maintain exclusivity on any and all existing Products that are in the field and operating at them time exclusivity if forfeited.']",cuad,cuad:WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf
Exclusivity,"[""Subject to XENCOR's adherence to the obligations under this Agreement, BII hereby grants XENCOR a worldwide, irrevocable, exclusive, sublicensable and royalty free license to use the Process and all reasonably necessary related BII Confidential Information and Know- How, BII Technology and BII Intellectual Property for the sole purpose of making and having made the Product; provided that such license shall become effective only upon complete payment of the Technology Access Fee, as applicable.""]",cuad,cuad:XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF
Exclusivity,"['BOSCH hereby grants CLIENT the ""Exclusive Distribution License Rights"" sell and distribute the Products within the ""Territory"".', 'Bosch hereby grants to Client the exclusive rights to sell and distribute the Product, subject to the Territory as set forth below, to certain select companies in the Automotive Industry, each of which shall be approved by Bosch in writing as requested by the Client on a case by case basis.']",cuad,"cuad:XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.PDF"
Exclusivity,"['In consideration of the payments, through the issuance of securities to AJR as provided for in Section 3 hereof, AJR agrees to designate XC as an associate sponsor and the ""exclusive technology sponsor"" for wearable computer technology"" of the Team for the Season and grants to XC the rights and benefits of such sponsorship as more fully set forth herein.']",cuad,cuad:XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF
Exclusivity,"['CEIS hereby grants XFN and its Affiliates an exclusive license (free of all third-party liens, claims and encumbrances) to, and to permit others to, during the Term in the Territory:<omitted>(a) store or cache the Content in one or more host computers controlled directly or indirectly by XFN or its Affiliates;\n\n (b) adapt, translate, modify, reproduce, copy, amend, revise or encode the Content; and\n\n (c) publish, broadcast, distribute, re-distribute, transmit, display, make available to the public or otherwise exploit the Content in any manner by any device or in media now or hereafter known.', ""During the Term, CEIS agrees not to appoint any other licensees for the distribution of the Content in the People's Republic of China.""]",cuad,cuad:XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement.pdf
Exclusivity,"['If and to the extent that, as a matter of Law in any jurisdiction, ownership, title, or any rights or interest in or to any of the Assigned IP cannot be assigned as provided in Section 2.1(b)(i), (A) the Seller irrevocably agrees to (and shall cause the other Seller Parties to) assign and transfer, and the Seller hereby assigns and transfers (and shall cause the other Seller Parties to assign and transfer) to the Purchaser Assignees all rights (including all economic and commercialization rights) that can be assigned pursuant to Section 2.1(b)(i) to the fullest extent permissible, and (B) the Seller hereby grants to the Purchaser Assignees, and hereby agrees to cause the other Seller Parties to grant to the Purchaser Assignees, an unlimited, exclusive, irrevocable, assignable, transferable, sublicenseable, worldwide, perpetual, royalty-free, fully-paid up license to use, exploit, and commercialize in any manner now known or in the future discovered and for whatever purpose, any and all rights to Assigned IP that cannot be assigned as contemplated by Section 2.1(b)(i).']",cuad,cuad:ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF
Exclusivity,"['Subject to the terms and conditions of this Agreement, Zogenix hereby appoints Distributor, and Distributor accepts appointment, as the exclusive distributor (even as to Zogenix) of the Product in the Field in the Territory during the Term, and grants to Distributor the exclusive rights to maintain Regulatory Approval of (while Distributor is the MAH Party), package, promote, market, offer for sale, sell, import and distribute the Product in the Field in the Territory during the Term', ""During the Term, Zogenix shall retain and have the sole and exclusive right to supply or have supplied all of Distributors' and its Affiliates' and Sub-distributors' requirements of the Product for sale in the Field in the Territory."", 'Distributor hereby grants Zogenix an irrevocable, perpetual, royalty-free, fully paid-up, exclusive license with the right to grant sublicenses to use such Data solely generated and co-owned by Distributor outside of the Territory and a co-exclusive license in the Territory upon expiration or termination of the Agreement.', 'Distributor shall have the exclusive right to market, promote, sell, offer for sale, import, package and otherwise Commercialize the Product in the Field in the Territory, at its sole cost and expense, in accordance with Applicable Laws and the Commercialization Plan and subject to the terms and conditions of this Agreement.', ""Zogenix shall supply (or have supplied) to Distributor, in accordance with the terms set forth on Exhibit 2.3, and Distributor shall purchase exclusively from Zogenix, Distributor's and its Affiliates' and Sub- distributors' Unlabeled Drug Product requirements of the Product for sale by Distributor or its Affiliates or Sub-distributors in the Territory in the Field, subject to and under the provisions of Section 5.2 and the Supply Agreement."", 'Without limiting the foregoing, Distributor will have the exclusive right and responsibility in the Field in the Territory for the following:\n\n(i) designing the Commercialization strategy and tactics for the Product, subject to JSC approval of the Commercialization Plan;\n\n(ii) undertaking all promotional activities for the Product;<omitted>(iii) establishing and implementing post-marketing surveillance studies for the Product in the Territory as required or recommended by a Regulatory Authority;\n\n(iv) receiving, accepting and filling orders for the Product from customers;\n\n(v) warehousing and distributing the Product to customers;\n\n(vi) controlling invoicing, order processing and collection of accounts receivable for sales of the Product;\n\n(vii) recording sales of the Product in the Territory in its books of account for sales; and\n\n(viii) providing results of sales of the Product in the Territory for purposes of periodic safety reports and exposure estimates.']",cuad,cuad:ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
Exclusivity,"CONSULTANT hereby gives and grants to ADAMS GOLF the exclusive right and license to use CONSULTANT’S ENDORSEMENT in connection with the manufacture, sale, distribution, advertising and promotion of PRODUCT in the CONTRACT TERRITORY. (Page 3) During the term of this Agreement, unless otherwise authorized at the sole discretion of ADAMS GOLF in writing, CONSULTANT shall not: A.give the right to use or permit the use of CONSULTANT’S name, facsimile signature, nickname, voice or likeness to any other manufacturer or seller of PRODUCT; B.sponsor or endorse PRODUCT made or sold by any other manufacturer or seller; or C.serve as a CONSULTANT or advisor of any other manufacturer or seller of PRODUCT. (Page 3) During the term of this Agreement, CONSULTANT shall exclusively play/use the MANDATORY PRODUCT.",original,original:ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF
Exclusivity,"Neither MD Anderson nor Principal Investigator shall seek or accept reimbursement from any third-party payor for any Study items or procedures supplied by or paid for by Adaptimmune under this Agreement. (Page 2) MD Anderson also hereby grants to Adaptimmune Limited an exclusive option to negotiate an <omitted> exclusive (subject to MD Anderson’s perpetual, irrevocable, no-cost right to use such Invention for non-commercial internal research, academic and patient care purposes), royalty-bearing license to any Invention in which MD Anderson has an ownership interest, provided that Adaptimmune Limited pays all reasonably incurred patent expenses for such Invention in the event Adaptimmune Limited exercises its option. (Pages 11-12)",original,original:ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.PDF
Exclusivity,"Subject to the terms and conditions of this Agreement, PivX hereby grants to Detto a non-transferable, exclusive license to distribute PivX's Qwik-Fix Pro and any documentation supporting Qwik-Fix Pro provided from time to time by PivX (the ""Documentation"") within North America, solely to third parties to whom Detto licenses Qwik-Fix Pro (""Third Parties""), and as governed by the terms set forth in Exhibit A (PivX/Detto Reseller Agreement Addendum).",original,"original:ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF"
Exclusivity,"During the term of this Agreement, Consultant will not, directly or indirectly (whether for compensation or without compensation) engage in or provide consulting services, or enter into any agreement either written or oral, that would present a material conflict with any of the provisions of this Agreement, or would preclude Consultant from complying with the terms and conditions hereof.",original,"original:ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1).PDF"
Exclusivity,"Subject to the provisions of this Agreement, Airspan hereby appoints Distributor as an independent, exclusive distributor to assist Airspan in marketing the Airspan Products to customers in the Territory, and Distributor hereby accepts such appointment as of the Effective Date of this Agreement.",original,original:AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF
Exclusivity,"AIRSOPURE grants to You, and You accept from AIRSOPURE, the right and license to operate an AIRSOPURE Center (or the ""Franchise"") for the sale or lease of AIRSOPURE's exclusive line of Products or at a location in the Exclusive Territory to be approved in writing by AIRSOPURE and listed in attached Exhibit A (the ""Exclusive Territory and Center Location""), to purchase Products from AIRSOPURE or its affiliates for resale at the Center to customers in the Exclusive Territory, and to use the Licensed Marks only in connection with the operation of the Franchise in accordance with the terms and conditions of this Agreement. (Page 1) AIRSOPURE hereby grants to You the exclusive right to solicit customers for the Products by direct mail advertising, or other approved means, but not including the World Wide Web (Internet) nor by printed catalogues, in <omitted> the Exclusive Territory described above and in Exhibit A. (Page 1) Other AIRSOPURE franchisees will not be permitted to solicit customers for Products by advertising in Your Exclusive Territory. (Page 1) You shall not purposely solicit sales and service to customers located outside Your Exclusive Territory, provided such activity in not within an assigned Exclusive Territory. (Page 1) You have been granted an exclusive trade area by this Agreement. (Page 1) The Parties recognize the importance of fully developing the market for Products in the Exclusive Territory, and a substantial part of the consideration for and inducement to AIRSOPURE to enter into this Agreement is Your agreement to devote Your best efforts to market, sell and support Products to customers located in Your Exclusive Territory. You agree to concentrate Your marketing efforts to customers located in Your Territory, and You agree not to advertise the Products using media or publications whose primary coverage area is outside Your Exclusive Territory. (Page 4) You will not sell or lease Products at any location other than within Your Exclusive Territory, engage in mail order sales of Products or supply Products to others for resale or lease at any other location.",original,original:AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF
Exclusivity,"The license hereby granted shall be exclusive as to the products described in subparagraphs 2.(a)(1) and (2) of this Agreement, but nonexclusive as to all other products covered by this Agreement. (Page 2) Nothing in this Agreement shall be construed to prevent KI, Inc. from granting any other licenses for the use of KI's name or likeness, or from utilizing KI's name and likeness in any manner whatsoever, except that KI, Inc. agrees that except as provided herein it will grant no other licenses for the territory to which this license extends for the use of KI's name and likeness in connection with the sale of the products described in subparagraphs 2.(a)(1) and (2) of this Agreement effective during the term of this Agreement.",original,original:AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF
Exclusivity,"In order to allow SC&W to expand the distribution system in Nevada with select and controlled subagents, an exclusive agency agreement will be negotiated which will spell out the terms and conditions of the relationship.",original,original:AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.PDF
Exclusivity,"HDI shall have the exclusive right to use of the ""Deerskin"" brand for a self-contained web site for the offering of Deerskin Products directly to the consumer on the Internet.",original,original:AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF
Exclusivity,"Except as otherwise provided herein, and subject to the Restrictions, Nantz Communications agrees that such Products may prominently bear the Company's logo and shall not bear any other logos. (Page 1) During the Term, neither Nantz Communications nor Nantz shall enter into any activity, employment, independent contract, or other business arrangement which conflicts with Nantz Communications' or Nantz's obligations under this Agreement or perform any service which reasonably appears to be an endorsement of the sportswear apparel, hats and shoes of a third party without the Company's prior written approval. (Pages 3-4) Nantz Communications and Nantz expressly agree that the Endorsement will not be granted to anyone other than the Company for use during the Term in connection with the advertisement and promotion of sportswear apparel, hats and shoes.",original,"original:ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC..PDF"
Exclusivity,"Subject to the terms and conditions herein set forth, the Company and the Bank hereby appoint the Agent as their exclusive financial advisor and marketing agent (i) to utilize its best efforts to solicit subscriptions for Common Shares and to advise and assist the Company and the Bank with respect to the Company’s sale of the Shares in the Offering and (ii) to participate in the Offering in the areas of market making and in syndicate formation (if necessary).",original,"original:ATHENSBANCSHARESCORP_11_02_2009-EX-1.2-AGENCY AGREEMENT , 2009.PDF"
Exclusivity,"Pursuant to the terms and conditions set forth in this Agreement, Aura appoints Zanotti as its exclusive supplier of the Products within the Territory and Field of Use and Zanotti hereby accepts such appointment. (Page 2) In order to maintain the exclusivity granted hereunder, Zanotti shall provide Aura with orders for a minimum of (i) one thousand (1,000) AETRU Systems during the first twenty-four (24) months of this Agreement and (ii) seven hundred and fifty (750) AETRU Systems per year thereafter for so long as this Agreement remains in effect (the “Minimum Order”). (Page 2) In the event that Zanotti fails to secure purchases amounting to the Minimum Order for any particular period, the exclusive supplier rights granted pursuant to this Article 2 shall become non- exclusive commencing immediately following such period in which the Minimum Order was not achieved and Aura shall have full discretion to purchase or otherwise obtain Product from sources other than Zanotti. (Pages 2-3) If, within five (5) business days of receipt of such notice from Aura, Zanotti does not agree to match such price, the exclusive supplier rights granted pursuant to Article 2 above shall, upon Aura’s sole election, immediately become non-exclusive with respect to such specific Product to which the lower price applies and Aura shall have full discretion to purchase or otherwise obtain such Product from sources other than Zanotti. (Pages 3-4)",original,original:AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.PDF
Exclusivity,"The Manufacturer covenants not to sell any product listed in this agreement, or product name (as listed in schedule A of this agreement) to any other party without prior written consent of the Customer. (Page 4) The Manufacturer hereby appoints the Customer to be the sole and exclusive agent for the promotion, sales, marketing, distribution and administration of the products listed in schedule A of this agreement based on minimum annual product purchase requirements as listed in Schedule B of this agreement. (Page 8) The Manufacturer grants exclusive rights to the Customer for the term of ten (10) years from the date of the signing of this agreement and for an indefinite period upon the customer fulfilling the minimum annual purchase requirement as listed in Schedule B. of this agreement. (Page 8) The Manufacturer agrees to give the Customer exclusive rights to the marketing, promotion and sales of the new products should the Customer decide to take on the new products.",original,original:AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.pdf
Exclusivity,"Subject to the terms and conditions of this Agreement, Xencor hereby grants to Aimmune during the Term an exclusive, worldwide, payment-bearing license under and with respect to Xencor Patents and Xencor’s interest in Joint Collaboration Patents, and a non-exclusive, payment bearing license under and with respect to Xencor Know-How, in each case, with the right to sublicense solely in accordance with Section 2.3.2, solely to Develop, Manufacture and Commercialize the Product in and for the Licensed Field; provided that notwithstanding the foregoing, Xencor shall retain the right under and with respect to Xencor Patents and Xencor’s interest in Joint Collaboration Patents to the extent necessary to perform its obligations under this Agreement. (Page 15) Aimmune hereby grants to Xencor an exclusive license under and with respect to Aimmune Patents, and a non-exclusive license under and with respect to Aimmune Know-How, in each case, where such license is an irrevocable, perpetual, royalty-bearing license, with the right to sublicense, to Develop, Manufacture and Commercialize the Product(s), as the Product(s) exist as of the effective date of such termination, or optimized",original,original:AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf
Exclusivity,"In all of Allied’s actions and publications (in all media and formats) in connection with the marketing and conducting of the Events, where possible and appropriate, Allied shall where reasonably practicable communicate that Newegg is the exclusive sponsor of the Arena for the technology e-commerce and online retailer categories. (Page 3) Allied shall not endorse, or permit the marketing of any other company whose principal business is as an e-commerce provider at or in connection with the Arena. (Page 3) Without limitation of the preceding sentence or any other provision of this Agreement, Allied shall identify and name Newegg as a Founding Partner, and as the exclusive Technology E-Commerce (or E-tail) Partner, of the Arena and in all of Allied’s marketing materials in connection with the Arena where reasonably practicable.",original,original:AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.pdf
Exclusivity,"Starting on the Effective Date, Antares or its Subcontractor shall provide the Manufacturing Services in order to manufacture Devices, Products, sample Products and Trainers exclusively for AMAG for the Territory, all in accordance with the Specifications, Applicable Laws, Quality Agreement and this Agreement.",original,"original:Antares Pharma, Inc. - Manufacturing Agreement.PDF"
Exclusivity,"Subject to the terms and conditions of this Agreement, including without limitation Array’s retained rights under Section 2.1(e) below, Array hereby grants to Ono an exclusive license, with the right to grant sublicenses as provided in Section 2.2, under the Array Patents, Array Know-How and Array’s interests in the Joint Patents and Joint Know- How to Develop the Products in accordance with the Development Plan and Joint Development Plan(s) in the Ono Territory solely for purposes of obtaining Marketing Approval for use of the Product in the Field in the Ono Territory. (Page 19) Subject to the terms and conditions of this Agreement, Array hereby grants to Ono an exclusive license, with the right to grant sublicenses and appoint distributors as provided in Section 2.2, under the Array Patents, Array Know-How and Array’s interests in the Joint Patents and Joint Know-How to Commercialize the Products in the Field in the Ono Territory. (Page 19) Prior to the [ * ], neither Ono or its Affiliates, nor Array or its Controlled Affiliates, shall Commercialize in the Ono Territory: (i) a product that includes, as an active pharmaceutical ingredient, an agent that is a [ * ] (other than Binimetinib), or (ii) a product that includes, as an active pharmaceutical ingredient, an agent that is a [ * ] (other than Encorafenib), or grant the right to a licensee or distributor to Commercialize in the Ono Territory any of the above described products (each a “Competing Product”). I (Page 61) Array shall own rights to, and shall be responsible, at its own expense, for registering and maintaining, the Internet domain names listed on Exhibit 12.6 (each of the foregoing, a “Domain Name”) and agrees to grant, and hereby grants to Ono a royalty-free, fully paid-up exclusive license to use those particular Domain Names which Ono elects to use (and actually uses) in connection with Ono's commercialization of the Product in the Ono Territory in accordance with this Agreement. (Page 78) From and after the expiration of this Agreement, Ono shall have the exclusive, fully paid up, royalty- free right to use (i) Product Trademarks assigned to Ono under Section 12.2, and (ii) those Domain Names licensed to Ono under Section 12.6, in each case solely for purposes of, and to the extent necessary, for Ono to continue to Commercialize the Products in the Field in the Ono Territory.",original,"original:Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
Exclusivity,University hereby grants to ArTara an exclusive license to use the Program Data solely for the Project and in Regulatory Filings in the Field in the Territory. (Page 7) University hereby grants to ArTara an exclusive Right of Reference to all Program Regulatory Filings by University in support of the Product.,original,original:ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.pdf
Exclusivity,"The Parties will issue a joint press release promptly upon concluding Advertising. this Agreement, which press release shall be subject to the Party's mutual approval, which shall in any event state that Company is the exclusive provider on the ACSI Site of premium spoken-word audio product for download or streaming over the world wide web. (Page 5) During the Term, [***], ACSI will not offer or sell through the ACSI Site, or authorize any third party to sell through the ACSI Site, any Exclusive Spoken-Word Audio Products; [***].",original,original:AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding Agreement_ Marketing Agreement_ Investment Distribution Agreement.pdf
Exclusivity,Each Item listed in Exhibit 3 (“Main Elements covered under this Agreement”) and Exhibit 6 (“LRUs covered by repair and standardexchange Services”) withdrawn from the Stock and used by the Company shall be exclusively repaired by the Repairer.,original,original:AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf
